Replay 7|false|11160
-873.0645751953125,175.83680725097656,860.9413452148438|0.9998798370361328,0,-0.015502959489822388|-5.195958680676016e-12,1,-3.351188770928104e-10|Freefall
-872.6646728515625,176.2353057861328,860.931884765625|0.9998798370361328,0,-0.015502959489822388|-4.152773177418245e-12,1,-2.678375021769597e-10|Freefall
-872.164794921875,176.71095275878906,860.9177856445312|0.9998798370361328,0,-0.015502959489822388|-5.1859766481143765e-12,1,-3.344750865164059e-10|Freefall
-871.7650756835938,177.0935516357422,860.9052734375|0.9998798370361328,0,-0.015502959489822388|-4.144795617833097e-12,1,-2.6732299707177276e-10|Freefall
-871.2655029296875,177.56329345703125,860.8854370117188|0.9998798370361328,0,-0.015502959489822388|-5.176012830149235e-12,1,-3.3383246167417724e-10|Freefall
-870.6663818359375,178.0145721435547,860.8528442382812|0.9998798370361328,0,-0.015502959489822388|-6.203920623754078e-12,1,-4.001284581445219e-10|Freefall
-870.1671752929688,178.29696655273438,860.8233642578125|0.9998798370361328,0,-0.015502959489822388|-5.163861959561755e-12,1,-3.3304875524109434e-10|Freefall
-869.7680053710938,178.46156311035156,860.7980346679688|0.9998798370361328,0,-0.015502959489822388|-4.127117484570286e-12,1,-2.6618282578105834e-10|Freefall
-869.26904296875,178.59068298339844,860.7646484375|0.9998798370361328,0,-0.015502959489822388|-5.153940642321775e-12,1,-3.3240887820085163e-10|Freefall
-868.869873046875,178.63265991210938,860.73779296875|0.9998798370361328,0,-0.015502959489822388|-4.119191099327679e-12,1,-2.656716235893697e-10|Freefall
-868.5706787109375,178.6283721923828,860.716552734375|0.9998798370361328,0,-0.015502959489822388|-3.0870841907088e-12,1,-1.991047743343799e-10|Freefall
-868.1717529296875,178.57498168945312,860.68798828125|0.9998798370361328,0,-0.015502959489822388|-4.1130349993923065e-12,1,-2.652745523246125e-10|Freefall
-867.673095703125,178.4315948486328,860.6503295898438|0.9998798370361328,0,-0.015502959489822388|-5.136354449403191e-12,1,-3.3127464660331896e-10|Freefall
-867.274169921875,178.2555694580078,860.6200561523438|0.9998798370361328,0,-0.015502959489822388|-4.105137237087053e-12,1,-2.647652097564901e-10|Freefall
-866.875244140625,178.02505493164062,860.5897827148438|0.9998798370361328,0,-0.015502959489822388|-4.101631794622973e-12,1,-2.645391128375252e-10|Freefall
-866.413818359375,177.66026306152344,860.5546875|0.9998798370361328,0,-0.015502959489822388|-5.122113670708028e-12,1,-3.3035615909504656e-10|Freefall
-866.0892333984375,177.30711364746094,860.5299072265625|0.9998798370361328,0,-0.015502959489822388|-4.093752680595086e-12,1,-2.6403093600357863e-10|Freefall
-865.8042602539062,176.89947509765625,860.5082397460938|0.9998798370361328,0,-0.015502959489822388|-4.090256779110124e-12,1,-2.6380544970727726e-10|Freefall
-865.5588989257812,176.4373321533203,860.4895629882812|0.9998798370361328,0,-0.015502959489822388|-4.0867617449869e-12,1,-2.6358004667770274e-10|Freefall
-865.3530883789062,175.92068481445312,860.4738159179688|0.9998798370361328,0,-0.015502959489822388|-4.0832701803106275e-12,1,-2.6335486569273314e-10|Freefall
-865.1869506835938,175.34954833984375,860.4612426757812|0.9998798370361328,0,-0.015502959489822388|-4.079782518762176e-12,1,-2.6312990675236847e-10|Freefall
-865.0349731445312,174.55897521972656,860.4496459960938|0.9998798370361328,0,-0.015502959489822388|-5.094826904111782e-12,1,-3.285962613119864e-10|Freefall
-864.9579467773438,173.86520385742188,860.4437866210938|0.9998798370361328,0,-0.015502959489822388|-4.071944170735975e-12,1,-2.626243666981054e-10|Freefall
-864.9173583984375,172.9213409423828,860.4407348632812|0.9998798370361328,0,-0.015502959489822388|-5.085037859536845e-12,1,-3.2796490523345767e-10|Freefall
-864.91552734375,172.10494995117188,860.4406127929688|0.9998798370361328,0,-0.015502959489822388|-4.0641201341784505e-12,1,-2.6211974257783766e-10|Landed
-864.91552734375,171.237548828125,860.4406127929688|0.9998798370361328,0,-0.015502959489822388|-4.060647651460414e-12,1,-2.6189578283819515e-10|Landed
-864.91552734375,170.14479064941406,860.4406127929688|0.9998798370361328,0,-0.015502959489822388|-5.070931521911071e-12,1,-3.2705510522035297e-10|Running
-864.91552734375,169.72640991210938,860.4406127929688|0.9998798370361328,0,-0.015502959489822388|-4.052845732627208e-12,1,-2.613925742522838e-10|Running
-864.7365112304688,169.81895446777344,860.4554443359375|0.9998798370361328,0,-0.015502959489822388|-5.061187580146509e-12,1,-3.264266912328395e-10|Running
-864.3098754882812,169.9100341796875,860.4625244140625|0.9998798370361328,0,-0.015502959489822388|-5.055783482837972e-12,1,-3.2607810895868283e-10|Running
-863.8114013671875,169.9573974609375,860.4360961914062|0.9998798370361328,0,-0.015502959489822388|-5.050386324423339e-12,1,-3.2573002628488723e-10|Running
-863.3134765625,169.9800262451172,860.391357421875|0.9998798370361328,0,-0.015502959489822388|-5.0449922017747895e-12,1,-3.2538213790012094e-10|Running
-862.8157348632812,169.9906463623047,860.34521484375|0.9998798370361328,0,-0.015502959489822388|-5.0396041506584055e-12,1,-3.2503463809341326e-10|Running
-862.4175415039062,169.99490356445312,860.3077392578125|0.9998798370361328,0,-0.015502959489822388|-4.02780630029409e-12,1,-2.5977764384066404e-10|Running
-861.9194946289062,169.99761962890625,860.2628784179688|0.9998798370361328,0,-0.015502959489822388|-5.029920056853765e-12,1,-3.2441002661975915e-10|Running
-861.4214477539062,169.948486328125,860.2183227539062|0.9998798370361328,0,-0.015502959489822388|-5.02454978665301e-12,1,-3.2406369254722733e-10|Running
-860.9229125976562,169.81419372558594,860.1793823242188|0.9998798370361328,0,-0.015502959489822388|-5.0191842869418135e-12,1,-3.2371760827487606e-10|Running
-860.4240112304688,169.59474182128906,860.1453247070312|0.9998798370361328,0,-0.015502959489822388|-5.0138218229967e-12,1,-3.233717738027053e-10|Running
-860.0248413085938,169.3578643798828,860.120849609375|0.9998798370361328,0,-0.015502959489822388|-4.0072003874846995e-12,1,-2.584486513690365e-10|Running
-859.5255737304688,168.98513793945312,860.093994140625|0.9998788833618164,0,-0.015563979744911194|-5.03542390076217e-12,1,-3.234914280891843e-10|Running
-858.9261474609375,168.4254608154297,860.0654296875|0.9997224807739258,0,-0.02356022223830223|-1.188053561779201e-11,1.0000001192092896,-5.041225215052236e-10|Freefall
-858.3270263671875,167.74314880371094,860.0333251953125|0.9997224807739258,0,-0.02356022223830223|-1.1865308215119885e-11,1.0000001192092896,-5.034763717048918e-10|Freefall
-857.6280517578125,166.79214477539062,859.9985961914062|0.9997224807739258,0,-0.02356022223830223|-1.3823641016597055e-11,1.0000001192092896,-5.865736230070695e-10|Freefall
-857.3223266601562,167.1682586669922,859.9778442382812|0.9987872838973999,0.03044152818620205,0.03869659826159477|-0.0304216668009758,0.9995366334915161,-0.001102099078707397|Climbing
-857.2259521484375,167.58828735351562,859.9685668945312|0.9993594884872437,-0.003188990755006671,-0.035643454641103745|0.0032016935292631388,0.9999948740005493,0.0002993097295984626|Climbing
-857.2108154296875,168.00831604003906,859.9672241210938|0.9991583824157715,0.0005340644856914878,-0.04101615399122238|-0.0005365763208828866,1,-0.000050230155466124415|Climbing
-857.2108154296875,168.28829956054688,859.9672241210938|0.9991660118103027,-0.0001525910192867741,-0.040833357721567154|0.00015326254651881754,1.0000001192092896,0.000013315022442839108|Climbing
-857.1737060546875,168.5872039794922,859.9651489257812|0.9991660118103027,0.00001525910192867741,-0.040833357721567154|-0.000015298255675588734,1.0000001192092896,-6.463654926847084e-07|Running
-857.0746459960938,168.8009490966797,859.9599609375|0.9991660118103027,0,-0.040833357721567154|9.35734423279655e-09,1.0000001192092896,2.2896819018569659e-07|Freefall
-856.9135131835938,168.92953491210938,859.9517211914062|0.9991660118103027,0,-0.040833357721567154|-9.97481319764404e-10,1.0000001192092896,-2.4407725618402765e-08|Freefall
-856.6904296875,168.9729766845703,859.9409790039062|0.9992151260375977,0,-0.03961215540766716|1.5628509597576112e-10,1,3.94228560907095e-09|Landed
-856.4052734375,168.93125915527344,859.92822265625|0.9992151260375977,0,-0.03961215540766716|1.5611807679949408e-10,1,3.938072534737103e-09|Landed
-856.0404663085938,169.24346923828125,859.916748046875|0.9992151260375977,0,-0.03961215540766716|1.247743436350035e-10,1,3.147428095928717e-09|Running
-855.5413208007812,169.61984252929688,859.9035034179688|0.9992151260375977,0,-0.03961215540766716|1.5581790024921105e-10,1,3.930500813709159e-09|Running
-855.1414184570312,169.79025268554688,859.8930053710938|0.9992151260375977,0,-0.03961215540766716|1.24534424439382e-10,1,3.1413762702214854e-09|Running
-854.6415405273438,169.90147399902344,859.8838500976562|0.9992151260375977,0,-0.03961215540766716|1.5551826493265253e-10,1,3.922942415357511e-09|Running
-854.1416625976562,169.95387268066406,859.874755859375|0.9992151260375977,0,-0.03961215540766716|1.5535203679029053e-10,1,3.918749325038107e-09|Running
-853.7417602539062,169.97486877441406,859.869140625|0.9992151260375977,0,-0.03961215540766716|1.2416205563692273e-10,1,3.1319833393439467e-09|Running
-853.3418579101562,169.98629760742188,859.8634033203125|0.9992151260375977,0,-0.03961215540766716|1.2405590443798076e-10,1,3.129305481408551e-09|Running
-852.9419555664062,169.99253845214844,859.85888671875|0.9992151260375977,0,-0.03961215540766716|1.2394985038355344e-10,1,3.126630065963809e-09|Running
-852.5420532226562,169.96337890625,859.854736328125|0.9992151260375977,0,-0.03961215540766716|1.2384387959585297e-10,1,3.1239573150543265e-09|Running
-852.1421508789062,169.8797149658203,859.8505859375|0.9992151260375977,0,-0.03961215540766716|1.2373800595266715e-10,1,3.1212865625462882e-09|Running
-851.7422485351562,169.74154663085938,859.8479614257812|0.9992151260375977,0,-0.03961215540766716|1.2363220169842037e-10,1,3.1186178084396943e-09|Running
-851.2423706054688,169.4921875,859.8446044921875|0.9992151260375977,0,-0.03961215540766716|1.5439163836283853e-10,1,3.894522926373156e-09|Running
-850.8424682617188,169.2313995361328,859.8419189453125|0.9992151260375977,0,-0.03961215540766716|1.2339448907106032e-10,1,3.112621271839089e-09|Freefall
-850.3425903320312,168.82876586914062,859.8383178710938|0.9992151260375977,0,-0.03961215540766716|1.54094820237205e-10,1,3.887036026384294e-09|Freefall
-849.9426879882812,168.44534301757812,859.8353881835938|0.9992151260375977,0,-0.03961215540766716|1.2315733155521258e-10,1,3.1066389460931987e-09|Freefall
-849.4428100585938,167.88943481445312,859.8317260742188|0.9992151260375977,0,-0.03961215540766716|1.537985988564472e-10,1,3.879563781339357e-09|Freefall
-849.0429077148438,167.38339233398438,859.8287963867188|0.9992151260375977,0,-0.03961215540766716|1.2292053486184784e-10,1,3.1006659462207153e-09|Freefall
-848.5430297851562,166.6741943359375,859.8251342773438|0.9992151260375977,0,-0.03961215540766716|1.535029325872017e-10,1,3.872105747149135e-09|Freefall
-848.4366455078125,166.88327026367188,859.81640625|0.9955561757087708,0.06391981989145279,0.06915365159511566|-0.06293763220310211,0.9978845119476318,-0.016291970387101173|Climbing
-848.2976684570312,167.1617431640625,859.81591796875|0.9996153116226196,-0.005004790145903826,-0.02728221006691456|0.005052649416029453,0.999985933303833,0.0016855666181072593|Climbing
-848.182861328125,167.51168823242188,859.81494140625|0.999274492263794,0.0003204367822036147,-0.03808620199561119|-0.0003249460714869201,1.0000001192092896,-0.00011220634769415483|Climbing
-848.1436767578125,167.7216796875,859.8146362304688|0.9992200136184692,-0.0000610359784332104,-0.03949027881026268|0.00006195148307597265,1.0000001192092896,0.000021959247533231974|Climbing
-848.125244140625,168.07171630859375,859.8145141601562|0.9995020627975464,0,-0.031554870307445526|3.020890559923828e-08,1.0000001192092896,9.568685754857142e-07|Climbing
-848.125,168.35174560546875,859.8145141601562|0.9995001554489136,0,-0.03161584585905075|-5.3900484076052635e-09,1.0000001192092896,-1.7040044042460067e-07|Climbing
-848.0877075195312,168.65065002441406,859.8145141601562|0.9995001554489136,0,-0.03161584585905075|9.061527639353528e-10,1.0000001192092896,2.8647022531913535e-08|Running
-848.01318359375,168.82846069335938,859.8145141601562|0.9995001554489136,0,-0.03161584585905075|4.077073123553987e-10,1.0000001192092896,1.2889217693157207e-08|Freefall
-847.89892578125,168.9517822265625,859.8145141601562|0.9995001554489136,0,-0.03161584585905075|4.0735897988142256e-10,1.0000001192092896,1.2878206057109765e-08|Freefall
-847.653076171875,169.03456115722656,859.8145141601562|0.9995001554489136,0,-0.03161584585905075|6.103862970618934e-10,1.0000001192092896,1.9296690467740518e-08|Landed
-847.3799438476562,169.00987243652344,859.8145141601562|0.9995001554489136,0,-0.03161584585905075|5.080581511052173e-10,1.0000001192092896,1.6061699525948825e-08|Landed
-846.9193115234375,169.3848114013672,859.8143310546875|0.9995001554489136,0,-0.03161584585905075|5.075160847134441e-10,1.0000001192092896,1.604456301151913e-08|Running
-846.5196533203125,169.64910888671875,859.8140869140625|0.9995001554489136,0,-0.03161584585905075|4.0562267433763566e-10,1.0000001192092896,1.2823314854415457e-08|Running
-846.1197509765625,169.80642700195312,859.8138427734375|0.9995001554489136,0,-0.03161584585905075|4.052762292428014e-10,1.0000001192092896,1.2812361838143715e-08|Running
-845.619873046875,169.90907287597656,859.8135375976562|0.9997665882110596,0,-0.021606676280498505|3.36722483229579e-10,1.0000001192092896,1.5580548407001515e-08|Running
-845.02001953125,169.96343994140625,859.8184814453125|0.9997665882110596,0,-0.021606676280498505|4.0359240949250363e-10,1.0000001192092896,1.867470089678136e-08|Running
-844.5201416015625,169.98289489746094,859.8230590820312|0.9997210502624512,0,-0.023621225729584694|3.6926639523926497e-10,1.0000001192092896,1.562846030367382e-08|Running
-844.1202392578125,169.99069213867188,859.8260498046875|0.9999057054519653,0,-0.013733291998505592|1.6698888105626253e-10,1,1.2158274387275014e-08|Running
-843.7203369140625,169.99493408203125,859.8322143554688|0.9999057054519653,0,-0.013733291998505592|1.668460508641445e-10,1,1.2147875594337165e-08|Running
-843.3204345703125,169.96420288085938,859.8389892578125|0.9999057054519653,0,-0.013733291998505592|1.6670340108326798e-10,1,1.2137488347718772e-08|Running
-842.9205322265625,169.87896728515625,859.8458251953125|0.9999057054519653,0,-0.013733291998505592|1.6656093171363295e-10,1,1.2127115311955095e-08|Running
-842.5206298828125,169.73922729492188,859.8524169921875|0.9998779296875,0,-0.015625|1.9034088194480603e-10,1,1.2180329633793008e-08|Running
-842.1207275390625,169.5449981689453,859.8583984375|0.9998779296875,0,-0.015625|1.9017823427169844e-10,1,1.2169921070892542e-08|Running
-841.7208251953125,169.2962646484375,859.8642578125|0.9998779296875,0,-0.015625|1.9001573925425674e-10,1,1.2159523166133113e-08|Running
-841.3209228515625,168.99302673339844,859.8701171875|0.9998779296875,0,-0.015625|1.8985339689248093e-10,1,1.214913414315788e-08|Running
-840.9210205078125,168.63528442382812,859.8759765625|0.9998779296875,0,-0.015625|1.8969116555300758e-10,1,1.2138752225610006e-08|Freefall
-840.421142578125,168.11148071289062,859.88330078125|0.9998779296875,0,-0.015625|2.368860385626448e-10,1,1.515885550418261e-08|Freefall
-840.021240234375,167.63111877441406,859.88916015625|0.9998779296875,0,-0.015625|1.8932667933402314e-10,1,1.211542866030868e-08|Freefall
-839.5213623046875,166.9540252685547,859.896484375|0.9998779296875,0,-0.015625|2.364308748781241e-10,1,1.5129728581086965e-08|Freefall
-839.3212280273438,167.2002410888672,859.8963012695312|0.9979288578033447,0.03744522109627724,0.05230734124779701|-0.037309106439352036,0.999297559261322,-0.003576653078198433|Climbing
-839.254638671875,167.4800262451172,859.8948364257812|0.9998162984848022,-0.00004577633808366954,-0.019165027886629105|0.00005554362360271625,0.9999998807907104,0.0005091088823974133|Climbing
-839.227783203125,167.76002502441406,859.8942260742188|0.9998711347579956,0,-0.016052136197686195|-6.459803216785076e-07,1.0000001192092896,-0.00004023745350423269|Climbing
-839.2260131835938,168.1100616455078,859.8942260742188|0.9998769760131836,0,-0.015686020255088806|4.099610251273589e-08,1,0.000002613222477521049|Climbing
-839.2260131835938,168.3900909423828,859.8942260742188|0.9998779296875,0,-0.015625|-7.270961166483403e-09,1,-4.652846996577864e-07|Climbing
-839.1887817382812,168.68899536132812,859.894775390625|0.9998779296875,0,-0.015625|1.3910032015118645e-09,1,8.901334069832956e-08|Running
-839.1366577148438,168.8274688720703,859.8955688476562|0.9998779296875,0,-0.015625|2.6503024774804373e-10,1,1.6959864623800058e-08|Freefall
-839.0001220703125,168.99012756347656,859.8975219726562|0.9998779296875,0,-0.015625|4.4133963150727595e-10,1,2.8242288507840385e-08|Freefall
